序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
333,688678,福立旺,21.13,-6.95,3607.0,-2.98,-5.45,4324,-11.85,-1.76,3056,3.58,消费电子
334,688337,普源精电,70.37,8.67,260.0,-2.99,5.3,233,-10.58,2.97,440,2.48,通用设备
335,688299,长阳科技,16.25,-4.01,2805.0,-2.99,-3.8,3655,-7.46,-1.16,2638,7.26,光学光电子
336,688010,福光股份,44.76,-6.02,3367.0,-3.01,-4.14,3795,-11.31,2.37,634,12.26,光学光电子
337,688653,康希通信,16.09,-5.32,3164.0,-3.01,-1.61,2564,4.48,-2.27,3433,15.76,半导体
338,688393,安必平,17.69,1.3,1295.0,-3.02,-0.87,2158,-8.34,0.16,1710,-8.25,医疗器械
339,688551,科威尔,73.52,4.51,699.0,-3.03,4.81,293,5.03,3.03,458,24.25,其他电源设备Ⅱ
340,688617,惠泰医疗,182.62,3.22,900.0,-3.03,-3.61,3557,-4.71,-4.36,4490,-8.53,医疗器械
341,688581,安杰思,50.63,-13.61,4756.0,-3.03,-1.45,2235,-4.15,-4.8,4337,-3.76,医疗器械
342,688458,美芯晟,40.21,-9.64,4309.0,-3.04,-4.18,3815,-3.29,-2.76,3712,6.54,半导体
343,688030,山石网科,15.32,5.66,524.0,-3.04,4.73,302,-9.88,1.01,1118,-4.96,软件开发
344,688722,同益中,15.57,-15.98,4981.0,-3.05,-6.36,4325,-8.84,-6.17,4730,-11.78,化学纤维
345,688317,之江生物,15.2,-26.89,5596.0,-3.06,-11.59,5446,-7.15,-8.18,5349,-10.01,医疗器械
346,688305,科德数控,61.6,-3.45,2641.0,-3.08,-3.84,3673,-12.0,-3.54,4126,-6.95,通用设备
347,688790,昂瑞微-UW,121.97,-18.36,5125.0,-3.09,-8.9,4850,-8.64,-0.08,1720,4.23,半导体
348,688356,键凯科技,71.85,7.9,309.0,-3.1,0.01,1690,3.07,-0.57,2209,5.46,化学制药
349,688161,XD威高骨,20.29,-8.59,4058.0,-3.1,-0.69,2069,-6.06,-0.74,2326,-6.02,医疗器械
350,688118,普元信息,19.96,-1.44,2065.0,-3.11,-0.99,2224,-8.9,0.05,1775,-5.54,软件开发
351,688571,杭华股份,8.09,-0.06,1712.0,-3.11,-5.94,4494,-13.01,-2.86,3758,-5.93,化学制品
352,688041,海光信息,349.09,-7.54,3768.0,-3.11,-0.89,2166,6.48,2.91,482,20.5,半导体
353,688201,ST信安,6.83,-13.34,4716.0,-3.12,-2.98,2957,-4.74,-3.82,3939,-4.74,软件开发
354,688625,呈和科技,91.75,-1.79,2167.0,-3.12,-1.07,2264,-2.91,-2.93,3802,14.12,化学制品
355,688069,德林海,36.87,-6.35,3463.0,-3.13,-3.89,3693,-10.77,-1.87,3154,-0.75,环境治理
356,688563,航材股份,47.85,-19.28,5156.0,-3.14,-10.07,5014,-6.69,-5.47,4553,-2.7,航空装备Ⅱ
357,688288,鸿泉技术,17.88,-8.39,4006.0,-3.14,-4.49,3955,-8.78,-2.77,3721,-7.6,计算机设备
358,688002,睿创微纳,144.15,-2.39,2346.0,-3.14,-5.15,4221,-2.44,-1.12,2617,10.2,军工电子Ⅱ
359,688320,禾川科技,37.05,7.62,332.0,-3.14,6.61,135,-4.14,2.4,576,3.12,自动化设备
360,688165,埃夫特-U,18.04,-18.21,5117.0,-3.17,-7.17,4539,-14.22,-0.69,2094,-5.55,自动化设备
361,688699,明微电子,74.79,-15.03,4901.0,-3.18,2.91,562,2.9,1.68,813,24.28,半导体
362,688276,百克生物,13.69,5.91,490.0,-3.18,-1.07,2267,-3.79,-2.82,3448,-5.52,生物制品
363,688373,盟科药业-U,4.23,-2.21,2294.0,-3.2,-6.07,4541,-8.64,-6.68,5151,-5.79,化学制药
364,688788,科思科技,44.13,11.76,141.0,-3.22,3.8,436,2.84,2.78,480,34.05,军工电子Ⅱ
365,688662,富信科技,178.0,-8.06,3906.0,-3.26,-2.27,2908,24.55,-1.37,2781,81.34,其他电子Ⅱ
366,688114,华大智造,48.82,0.54,1482.0,-3.27,-0.9,2175,-2.16,-1.17,2642,6.38,医疗器械
367,688173,希荻微,17.45,-6.52,3502.0,-3.27,-1.44,2459,0.35,-0.56,2198,12.0,半导体
368,688588,凌志软件,9.13,-9.53,4287.0,-3.28,-4.69,4038,-7.03,-1.4,2803,-3.49,软件开发
369,688508,芯朋微,82.6,-7.1,3660.0,-3.28,-2.26,2901,-8.32,-0.97,2515,-6.3,半导体
370,688081,兴图新科,42.31,-5.83,3312.0,-3.31,-12.2,5484,-14.23,-7.75,5303,-12.76,军工电子Ⅱ
371,688795,摩尔线程-U,676.86,-11.32,4351.0,-3.31,-1.29,2154,1.17,2.0,693,8.49,半导体
372,688330,宏力达,34.48,-5.74,3289.0,-3.34,-5.95,4502,-7.36,-2.57,3611,-2.98,电网设备
373,688188,柏楚电子,144.23,-6.61,3530.0,-3.36,-6.39,4646,-14.45,-2.6,3625,-7.07,计算机设备
374,688197,首药控股-U,31.31,-2.09,2258.0,-3.36,0.67,1389,-3.3,0.83,1322,-9.04,化学制药
375,688510,航亚科技,23.11,-5.52,3217.0,-3.39,-0.75,2101,-12.1,-2.31,3466,-9.34,航空装备Ⅱ
376,688232,新点软件,17.1,2.21,1092.0,-3.39,0.69,1377,-9.81,-1.23,2682,-7.17,软件开发
377,688259,创耀科技,36.45,-10.26,4448.0,-3.39,-8.18,5048,-6.97,-5.09,4768,0.77,半导体
378,688628,优利德,99.95,-9.24,4211.0,-3.39,0.34,1522,-5.78,1.54,966,12.56,通用设备
379,688185,康希诺,48.29,-0.92,1930.0,-3.4,-1.5,2501,-3.28,-3.43,4069,-2.27,生物制品
380,688029,南微医学,70.35,-1.49,2072.0,-3.43,-3.56,3531,0.37,-1.71,3023,-1.76,医疗器械
381,688235,百济神州,234.32,-5.4,3186.0,-3.46,4.82,291,7.38,2.51,594,12.65,化学制药
382,688622,*ST禾信,129.65,-8.21,3949.0,-3.46,-1.84,2692,-3.68,2.66,544,11.23,通用设备
383,688789,宏华数科,53.47,-8.48,4031.0,-3.47,6.99,114,0.24,5.84,82,12.88,专用设备
384,688229,博睿数据,75.06,-0.46,1797.0,-3.48,-1.01,2229,-13.43,0.33,1603,-8.53,IT服务Ⅱ
385,688619,罗普特,15.83,-0.39,1789.0,-3.48,-1.62,2569,-7.37,-2.06,3293,-0.06,计算机设备
386,688023,安恒信息,34.38,-4.42,2922.0,-3.48,-2.63,3078,-10.09,-4.31,4472,-7.36,软件开发
387,688580,伟思医疗,54.2,7.16,371.0,-3.51,7.26,96,1.4,8.89,16,15.03,医疗器械
388,688267,中触媒,19.47,-8.56,4049.0,-3.52,-2.93,3214,-16.29,1.0,1225,-10.85,化学制品
389,688819,天能股份,21.61,0.21,1573.0,-3.53,-9.35,5241,-12.05,-5.25,4823,-5.22,电池
390,688626,翔宇医疗,43.47,-8.41,4011.0,-3.53,-1.39,2438,-9.68,-0.82,2396,-6.36,医疗器械
391,688119,中钢洛耐,4.64,-8.85,4130.0,-3.53,4.97,274,-3.53,4.17,245,7.41,装修建材
392,688169,石头科技,92.53,-4.19,2859.0,-3.55,-5.74,4438,-4.87,-7.49,5275,-7.69,小家电
393,688122,西部超导,53.57,-8.67,4078.0,-3.55,-11.7,5452,-11.16,-4.45,4529,-0.24,航空装备Ⅱ
394,688718,唯赛勃,15.72,-0.25,1755.0,-3.56,-1.9,2720,-12.33,-0.82,2393,2.61,塑料
395,688177,百奥泰,16.18,-10.9,4583.0,-3.58,-4.96,4149,-5.16,-4.24,4439,-4.15,生物制品
396,688212,澳华内镜,28.55,-3.83,2749.0,-3.58,2.69,671,2.59,1.14,1136,1.17,医疗器械
397,688390,固德威,106.83,-8.74,4104.0,-3.58,1.18,1177,-6.71,2.32,655,-5.85,光伏设备
398,688351,微电生理,21.5,-8.58,4053.0,-3.59,-0.2,1820,-8.24,-1.61,2947,-12.07,医疗器械
399,688533,上声电子,20.59,-17.11,5063.0,-3.6,-6.83,4441,-10.09,-3.53,3817,-9.85,汽车零部件
400,688292,浩瀚深度,18.09,-7.95,3878.0,-3.62,-10.3,5368,-14.02,-5.42,4864,-8.64,计算机设备
401,688312,燕麦科技,90.53,-4.23,2869.0,-3.63,3.93,415,-2.24,3.1,439,16.47,专用设备
402,688326,XD经纬恒-W,67.51,-1.99,2229.0,-3.63,-3.66,3588,-10.14,-3.7,4191,-5.71,软件开发
403,688306,均普智能,8.97,-9.74,4329.0,-3.65,-5.56,4363,-14.0,-0.99,2529,7.17,自动化设备
404,688279,峰岹科技,201.27,-1.05,1964.0,-3.66,-2.84,3176,-3.79,1.61,922,-2.82,半导体
405,688137,近岸蛋白,33.94,4.73,666.0,-3.66,-0.88,2164,-5.67,-4.8,4657,-7.39,生物制品
406,688013,XD天臣医,24.66,1.63,1214.0,-3.67,-0.47,1972,-8.36,-1.95,3213,-6.41,医疗器械
407,688315,诺禾致源,12.06,-14.44,4850.0,-3.67,-5.69,4107,-3.44,-5.44,4543,-1.47,医疗服务
408,688047,龙芯中科,146.59,-9.87,4358.0,-3.67,-4.19,3820,0.07,0.13,1727,8.03,半导体
409,688007,光峰科技,12.31,-9.8,4346.0,-3.68,-2.55,3044,-6.81,-2.46,3555,-3.15,消费电子
410,688403,汇成股份,39.78,-4.98,3065.0,-3.68,-5.55,4360,32.38,-3.18,3939,57.86,半导体
411,688257,新锐股份,101.39,0.23,1567.0,-3.72,-0.62,2034,-6.56,-1.67,2987,30.83,通用设备
412,688489,三未信安,22.28,-5.99,3360.0,-3.72,-2.32,2932,-9.02,-1.24,2686,-1.68,计算机设备
413,688298,东方生物,17.57,-12.19,4526.0,-3.73,-7.81,4654,-8.68,-4.73,4311,-8.87,医疗器械
414,688613,奥精医疗,14.18,-11.37,4359.0,-3.73,-4.64,3715,-7.8,-1.5,2629,-10.2,医疗器械
415,688238,和元生物,5.16,-1.33,2026.0,-3.73,-4.83,4101,-7.03,-4.34,4478,-1.71,医疗服务
416,688152,麒麟信安,27.04,-8.42,4025.0,-3.77,-4.05,3759,-12.29,-2.13,3347,-7.52,软件开发
417,688011,新光光电,58.4,3.12,919.0,-3.79,4.36,352,-3.23,2.12,715,-0.98,军工电子Ⅱ
418,688246,嘉和美康,21.32,-9.12,4186.0,-3.79,-7.07,4819,-13.65,-4.27,4451,-11.13,软件开发
419,688052,纳芯微,272.8,4.63,683.0,-3.79,1.32,1124,2.33,-0.26,1828,14.95,半导体
420,688768,容知日新,52.72,4.66,676.0,-3.8,2.73,664,-3.87,0.81,1222,0.06,通用设备
421,688027,国盾量子,501.8,-11.7,4434.0,-3.81,-5.68,4101,-4.97,-2.32,3194,4.32,通信设备
422,688775,影石创新,132.74,-14.59,4864.0,-3.83,-9.25,4903,-9.95,-9.68,5152,-18.76,消费电子
423,688350,富淼科技,33.58,2.28,1080.0,-3.84,-2.48,3001,-2.92,-2.13,3346,5.5,化学制品
424,688475,萤石网络,26.0,-5.49,3210.0,-3.85,-2.94,3216,-4.76,0.19,1693,0.7,计算机设备
425,688183,生益电子,132.88,-7.84,3849.0,-3.85,-4.61,3997,-4.06,0.54,1480,14.39,元件
426,688545,兴福电子,120.84,-6.41,3478.0,-3.87,-2.09,2826,10.09,-2.94,3806,15.95,电子化学品Ⅱ
427,688798,艾为电子,67.83,-10.76,4522.0,-3.87,-6.02,4512,-4.51,-4.2,4412,5.52,半导体
428,688505,复旦张江,6.94,-9.03,4164.0,-3.88,-3.96,3728,-2.8,-1.14,2625,3.89,化学制药
429,688327,云从科技-UW,12.32,-8.91,4142.0,-3.9,-9.96,5326,-13.67,-5.91,4995,-5.45,IT服务Ⅱ
430,688363,华熙生物,34.24,-12.36,4559.0,-3.9,-3.19,3072,-3.41,-0.55,2011,-1.33,医疗美容
431,688797,C臻宝,552.0,-4.74,2998.0,-3.91,8.86,48,1138.78,8.86,20,1138.78,半导体
432,688608,恒玄科技,158.5,1.32,1289.0,-3.92,-1.51,2506,-0.5,0.88,1298,9.2,半导体
433,688709,成都华微,36.24,-8.71,4086.0,-3.95,0.83,1300,-1.12,1.42,1009,0.64,半导体
434,688088,XD虹软科,33.54,-11.75,4442.0,-3.95,-8.0,4688,-11.62,-5.11,4455,-5.68,IT服务Ⅱ
435,688609,九联科技,10.63,-2.52,2379.0,-3.97,-2.72,3122,-10.82,-3.81,4245,-2.39,黑色家电
436,688701,卓锦股份,7.46,0.0,1624.0,-3.99,9.33,40,-5.09,5.34,116,-11.92,环境治理
437,688589,力合微,19.56,-8.41,4010.0,-4.02,-3.07,3286,-5.73,-1.01,2544,1.5,半导体
438,688001,华兴源创,88.82,-8.61,4057.0,-4.02,1.7,977,9.53,3.92,285,48.03,通用设备
439,688601,力芯微,56.54,8.6,264.0,-4.02,-4.95,4146,-7.69,-0.26,1829,7.9,半导体
440,688488,艾迪药业,11.67,-5.92,3342.0,-4.03,-2.63,3075,-7.16,-1.49,2858,-7.82,生物制品
441,688065,凯赛生物,47.82,-12.5,4588.0,-4.05,-5.13,3906,7.97,-4.82,4349,6.27,化学制品
442,688262,国芯科技,40.53,-11.86,4459.0,-4.05,-4.86,3809,2.27,-2.37,3218,21.6,半导体
443,688085,三友医疗,11.5,4.14,756.0,-4.09,-2.01,2786,-5.12,-2.72,3403,-5.35,医疗器械
444,688277,天智航-U,16.38,-12.21,4527.0,-4.1,-6.06,4224,-13.2,2.06,676,-3.36,医疗器械
445,688597,煜邦电力,6.49,-5.71,3279.0,-4.14,-4.21,3830,-14.04,-1.87,3153,-20.37,电网设备
446,688498,源杰科技,1796.97,0.41,1512.0,-4.16,0.52,1448,7.39,0.58,1454,23.76,半导体
447,688633,星球石墨,29.42,-14.43,4849.0,-4.17,-4.54,3671,-6.48,0.15,1574,0.34,专用设备
448,688049,炬芯科技,43.36,-12.04,4496.0,-4.18,-7.88,4661,-5.2,-5.68,4614,6.96,半导体
449,688071,华依科技,32.73,-5.36,3174.0,-4.21,0.85,1296,-3.45,0.02,1796,5.61,专用设备
450,688799,华纳药厂,43.59,-22.46,5555.0,-4.22,-4.62,4006,-9.04,1.58,945,-5.3,化学制药
451,688091,上海谊众,39.09,3.52,847.0,-4.24,4.29,357,-4.21,-0.08,1881,-2.54,化学制药
452,688176,亚虹医药-U,9.25,-7.01,3635.0,-4.24,-7.07,4817,-9.14,-6.21,5060,-6.57,化学制药
453,688157,松井股份,24.99,-10.93,4288.0,-4.25,-4.12,3486,-12.9,-1.99,2973,-5.09,化学制品
454,688561,奇安信-U,22.4,-5.0,3069.0,-4.27,0.42,1488,-8.42,-1.35,2764,-6.28,软件开发
455,688225,亚信安全,11.86,-18.71,5136.0,-4.28,-7.67,4639,-12.67,-6.1,4716,-10.02,软件开发
456,688018,乐鑫科技,118.91,-4.67,2978.0,-4.28,-1.12,2297,-7.07,0.43,1541,5.75,半导体
457,688293,奥浦迈,38.03,-2.24,2301.0,-4.28,0.72,1361,-0.16,2.49,598,10.2,生物制品
458,688255,凯尔达,26.8,-5.16,3120.0,-4.29,-2.92,3210,-14.95,-2.63,3646,-10.4,自动化设备
459,688051,佳华科技,24.0,-4.68,2980.0,-4.31,-1.67,2593,-9.02,-3.1,3894,-10.11,IT服务Ⅱ
460,688331,荣昌生物,114.33,1.12,1341.0,-4.32,0.39,1503,-0.13,0.62,1424,8.69,生物制品
461,688098,申联生物,8.63,3.1,921.0,-4.32,3.61,470,1.53,2.55,581,6.81,动物保健Ⅱ
462,688484,南芯科技,50.67,-12.02,4492.0,-4.32,-4.79,3776,-5.61,-1.99,2969,22.84,半导体
463,688253,英诺特,58.17,11.62,145.0,-4.33,3.02,590,-0.9,5.5,103,3.51,医疗器械
464,688651,盛邦安全,31.77,-5.06,3094.0,-4.34,-6.48,4673,-10.63,-2.4,3517,0.22,软件开发
465,688816,易思维,56.61,-27.86,5598.0,-4.38,-14.73,5562,-10.53,-12.95,5576,-8.53,自动化设备
466,688268,华特气体,240.9,-8.32,3979.0,-4.4,0.02,1685,27.89,-3.32,4015,5.28,电子化学品Ⅱ
467,688693,锴威特,98.26,-5.64,3256.0,-4.42,-1.27,2372,-8.24,0.7,1376,2.5,半导体
468,688981,中芯国际,149.91,-12.08,4501.0,-4.43,0.02,1521,6.55,0.43,1414,17.67,半导体
469,688297,中无人机,40.86,-19.45,5165.0,-4.44,-6.13,4250,-9.82,-6.33,4764,-11.23,航空装备Ⅱ
470,688180,君实生物-U,29.94,3.38,868.0,-4.44,5.26,241,-0.5,4.59,192,1.73,生物制品
471,688687,凯因科技,15.08,-13.56,4752.0,-4.5,-5.06,3886,-6.8,-1.36,2536,-5.45,生物制品
472,688455,科捷智能,18.91,-15.72,4961.0,-4.54,1.58,908,-4.69,0.4,1435,1.89,自动化设备
473,688209,英集芯,24.77,-18.37,5122.0,-4.55,-8.51,4776,-3.28,-4.72,4304,13.62,半导体
474,688280,精进电动-W,5.44,-13.82,4787.0,-4.56,-12.26,5161,-12.12,-7.79,4986,-9.78,汽车零部件
475,688321,微芯生物,24.08,-5.89,3334.0,-4.56,-3.53,3517,-5.31,-2.99,3835,-2.11,化学制药
476,688017,绿的谐波,373.0,-11.24,4335.0,-4.6,-5.41,4000,-8.58,-4.6,4261,1.63,自动化设备
477,688261,东微半导,93.48,-14.48,4855.0,-4.61,-4.26,3550,-0.23,-2.88,3476,16.27,半导体
478,688478,晶升股份,82.8,-5.35,3170.0,-4.61,-0.3,1869,2.93,2.47,607,36.61,半导体
479,688690,纳微科技,43.31,-12.11,4514.0,-4.62,-1.38,2194,0.07,-0.07,1709,28.14,化学制药
480,688767,博拓生物,32.5,-8.93,4146.0,-4.69,-2.56,3053,-14.9,-3.65,4172,-15.28,医疗器械
481,688025,杰普特,474.82,-0.75,1895.0,-4.71,-0.57,2002,5.75,-0.06,1863,30.3,自动化设备
482,688630,芯碁微装,529.01,-4.01,2806.0,-4.77,-2.5,3011,5.38,-1.19,2653,34.37,专用设备
483,688719,爱科赛博,78.7,1.1,1307.0,-4.79,0.87,1272,-9.54,-0.84,2401,-6.93,其他电源设备Ⅱ
484,688509,正元地信,4.35,-10.61,4520.0,-4.81,0.03,1674,-8.61,-1.91,3181,-9.0,IT服务Ⅱ
485,688302,海创药业-U,33.19,-0.45,1803.0,-4.85,-1.34,2411,-6.64,-1.97,3223,-0.66,化学制药
486,688590,新致软件,12.49,-3.73,2715.0,-4.87,-2.73,3126,-13.56,1.95,773,-10.21,软件开发
487,688765,禾元生物-U,42.98,-17.16,5066.0,-4.87,-4.98,3850,-6.95,-3.47,3788,-4.49,生物制品
488,688269,凯立新材,31.77,-10.68,4535.0,-4.88,-2.15,2857,-9.2,1.09,1163,-2.55,化学制品
489,688566,吉贝尔,23.57,-8.22,3952.0,-4.88,-2.0,2779,-4.88,0.63,1422,-0.08,化学制药
490,688218,江苏北人,49.17,-6.06,3379.0,-4.89,-5.45,4328,-10.6,-0.49,2156,-6.57,自动化设备
491,688208,道通科技,24.42,-3.06,2527.0,-4.91,-4.77,4070,-11.46,-5.06,4755,-8.71,计算机设备
492,688160,步科股份,103.96,-5.31,3161.0,-4.91,-2.39,2960,-7.25,-1.43,2822,-2.84,自动化设备
493,688802,沐曦股份-U,732.6,-21.13,5206.0,-4.92,-2.07,2556,-4.84,0.15,1577,2.89,半导体
494,688809,强一股份,582.0,-2.93,2488.0,-4.93,-3.89,3690,-6.88,-2.89,3780,-0.54,半导体
495,688621,阳光诺和,50.69,5.37,555.0,-4.93,-0.91,2177,-3.26,0.8,1227,5.45,医疗服务
496,688567,孚能科技,10.03,-2.17,2281.0,-4.93,-4.87,4120,-10.13,-5.96,5009,-6.7,电池
497,688128,中国电研,23.44,-5.71,3282.0,-4.95,-5.64,4398,-12.44,-2.18,3383,-2.01,专用设备
498,688692,达梦数据,232.5,-0.35,1782.0,-4.95,-4.54,3975,-14.3,-1.82,3113,-8.46,软件开发
499,688698,伟创电气,49.65,-17.64,5096.0,-4.98,-9.29,4909,-16.88,-5.28,4506,-13.95,自动化设备
500,688778,XD厦钨新,52.64,-12.82,4636.0,-4.98,-7.09,4511,-13.24,-3.82,3938,-4.29,电池
501,688365,光云科技,15.56,-7.13,3666.0,-5.01,-6.99,4796,-14.6,-6.22,5062,-12.34,IT服务Ⅱ
502,688711,宏微科技,39.8,-12.56,4596.0,-5.01,-1.31,2161,-1.34,0.36,1452,14.93,半导体
503,688172,燕东微,79.77,-1.25,2008.0,-5.02,2.05,870,6.35,3.26,410,26.16,半导体
504,688658,悦康药业,12.47,-12.42,4577.0,-5.03,-3.13,3038,-5.39,-2.81,3444,-6.45,化学制药
505,688155,先惠技术,74.52,-3.3,2597.0,-5.05,-1.91,2724,-10.65,1.85,817,-0.68,电池
