序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
113,688141,杰华特,148.26,16.85,64.0,0.94,5.17,251,3.73,5.81,77,18.93,半导体
322,688500,慧辰股份,45.17,16.25,68.0,-2.88,2.33,773,-13.23,1.05,1090,-12.97,IT服务Ⅱ
46,688061,灿瑞科技,50.78,13.38,104.0,4.85,2.07,859,6.66,-1.33,2747,23.43,半导体
183,688479,友车科技,36.68,13.05,114.0,-1.08,0.75,1345,-2.21,1.4,1021,19.71,软件开发
261,688496,*ST清越,0.93,12.55,125.0,-2.11,0.95,1254,5.68,-1.71,2767,-11.43,光学光电子
364,688788,科思科技,44.13,11.76,141.0,-3.22,3.8,436,2.84,2.78,480,34.05,军工电子Ⅱ
51,688486,龙迅股份,58.82,11.42,153.0,4.31,2.78,649,3.57,2.81,469,16.04,半导体
127,688053,ST思科瑞,36.04,11.37,154.0,0.45,2.91,618,-1.53,0.07,1618,2.82,军工电子Ⅱ
36,688093,世华科技,36.81,11.28,157.0,6.02,9.89,30,23.44,5.6,96,31.65,其他电子Ⅱ
109,688207,格灵深瞳,19.16,10.86,178.0,1.22,-1.75,2636,-9.32,0.75,1245,6.03,IT服务Ⅱ
40,688233,神工股份,162.0,10.06,201.0,5.43,3.35,519,30.26,2.32,654,62.73,半导体
3,688409,富创精密,269.04,9.41,223.0,17.48,2.26,798,32.34,0.91,1179,53.14,半导体
125,688100,威胜信息,30.37,9.16,234.0,0.53,-0.31,1876,-3.28,-0.75,2332,-1.07,通信设备
82,688127,蓝特光学,98.03,8.8,253.0,2.16,3.95,411,9.56,4.72,176,22.52,光学光电子
93,688385,复旦微电,64.9,8.63,262.0,1.68,2.32,775,8.17,2.56,530,21.74,半导体
439,688601,力芯微,56.54,8.6,264.0,-4.02,-4.95,4146,-7.69,-0.26,1829,7.9,半导体
32,688507,索辰科技,294.74,8.48,273.0,6.4,1.39,1088,15.81,-0.17,1769,42.83,软件开发
191,688210,统联精密,39.84,8.38,281.0,-1.21,2.64,686,-11.98,1.04,1096,-5.48,消费电子
103,688216,气派科技,40.01,8.21,291.0,1.37,3.99,403,2.07,-1.39,2795,2.01,半导体
12,688168,安博通,63.63,7.97,302.0,11.09,2.4,745,-3.42,0.65,1294,15.78,软件开发
1,688432,有研硅,30.9,7.7,325.0,20.0,-0.07,1768,21.7,-0.12,1741,33.59,半导体
141,688595,芯海科技,40.22,7.43,350.0,0.05,0.81,1315,0.55,-0.92,2464,10.46,半导体
22,688387,信科移动-U,19.68,7.37,355.0,8.55,4.19,373,11.06,1.26,988,24.95,通信设备
52,688721,龙图光罩,54.63,7.21,366.0,4.22,1.14,1191,3.04,-1.65,2725,11.35,半导体
27,688605,先锋精科,99.03,7.02,386.0,7.09,4.27,359,13.92,0.69,1269,19.64,半导体
118,688150,莱特光电,64.47,6.95,391.0,0.78,3.95,412,11.48,5.96,75,37.2,电子化学品Ⅱ
264,688593,新相微,35.83,6.34,447.0,-2.13,6.33,159,8.05,3.32,397,23.72,半导体
343,688030,山石网科,15.32,5.66,524.0,-3.04,4.73,302,-9.88,1.01,1118,-4.96,软件开发
15,688359,三孚新科,189.59,5.42,544.0,9.98,2.44,726,8.07,0.12,1592,30.43,电子化学品Ⅱ
147,688371,菲沃泰,34.69,5.26,583.0,-0.17,-4.48,3945,-8.71,-2.91,3789,-8.76,电子化学品Ⅱ
419,688052,纳芯微,272.8,4.63,683.0,-3.79,1.32,1124,2.33,-0.26,1828,14.95,半导体
55,688012,中微公司,414.22,4.31,727.0,3.78,0.96,1249,15.06,2.76,524,36.65,半导体
21,688720,艾森股份,95.81,3.92,786.0,8.63,0.0,1692,11.6,-0.87,2218,30.34,半导体
325,688592,司南导航,41.55,3.89,793.0,-2.92,-7.15,4847,1.96,-6.09,4713,10.89,通信设备
61,688352,颀中科技,21.26,3.86,797.0,3.45,0.26,1552,11.31,2.32,602,25.06,半导体
80,688418,震有科技,45.38,3.81,804.0,2.35,3.3,533,-1.65,3.35,367,9.96,通信设备
14,688535,华海诚科,164.43,3.57,841.0,10.73,2.67,676,7.54,1.59,933,25.33,半导体
49,688502,茂莱光学,608.82,3.15,913.0,4.75,3.1,575,17.12,6.58,58,39.09,光学光电子
29,688603,天承科技,198.99,3.14,915.0,6.79,1.14,1191,2.23,-0.62,2241,22.49,电子化学品Ⅱ
417,688011,新光光电,58.4,3.12,919.0,-3.79,4.36,352,-3.23,2.12,715,-0.98,军工电子Ⅱ
119,688521,芯原股份,340.56,2.85,966.0,0.74,3.07,580,24.29,4.09,258,48.22,半导体
45,688138,清溢光电,42.64,2.85,964.0,4.9,0.1,1636,8.86,-0.25,1989,16.31,半导体
38,688066,*ST航图,10.62,2.63,1015.0,5.88,-6.4,4646,-19.3,-2.21,3397,-7.01,IT服务Ⅱ
142,688702,盛科通信-U,332.0,2.46,1044.0,0.04,0.63,1404,-1.48,2.92,479,25.7,半导体
101,688636,智明达,34.88,2.34,1068.0,1.45,-6.0,4515,-9.1,-1.41,2807,-0.17,军工电子Ⅱ
24,688361,中科飞测,358.47,2.27,1082.0,7.97,1.26,1143,42.13,0.99,1229,68.49,半导体
376,688232,新点软件,17.1,2.21,1092.0,-3.39,0.69,1377,-9.81,-1.23,2682,-7.17,软件开发
37,688037,芯源微,353.0,2.2,1093.0,6.01,1.28,1138,20.46,1.69,888,35.61,半导体
114,688378,奥来德,58.77,2.18,1097.0,0.93,-0.23,1832,3.14,-1.02,2546,28.74,光学光电子
79,688539,高华科技,31.3,2.14,1103.0,2.42,-3.12,3314,-5.52,1.33,1047,3.81,元件
536,688251,井松智能,26.04,2.03,1126.0,-5.69,9.78,31,2.92,8.25,26,10.43,IT服务Ⅱ
67,688103,国力电子,60.22,1.73,1196.0,3.03,-0.25,1844,-6.84,-1.02,2549,-0.35,其他电子Ⅱ
193,688045,必易微,79.02,1.63,1213.0,-1.23,-0.33,1887,-0.04,3.64,327,13.05,半导体
33,688079,美迪凯,30.43,1.56,1231.0,6.29,4.91,283,2.94,2.59,563,25.48,光学光电子
526,688038,中科通达,17.32,1.44,1265.0,-5.46,-1.44,2460,-17.09,-5.34,4841,-19.55,软件开发
167,688220,翱捷科技-U,100.81,1.4,1274.0,-0.86,-3.85,3676,-0.3,0.15,1714,9.72,半导体
432,688608,恒玄科技,158.5,1.32,1289.0,-3.92,-1.51,2506,-0.5,0.88,1298,9.2,半导体
66,688036,传音控股,57.28,1.18,1330.0,3.11,2.96,608,7.05,1.29,1061,7.73,消费电子
96,688181,八亿时空,52.32,1.08,1350.0,1.59,0.66,1391,14.86,-1.18,2646,18.72,光学光电子
178,688060,云涌科技,33.15,1.03,1366.0,-1.04,1.9,912,-6.51,1.27,1078,-8.65,计算机设备
269,688132,邦彦技术,13.01,0.93,1388.0,-2.18,-3.03,3265,-7.93,-3.75,4220,-9.15,军工电子Ⅱ
100,688072,拓荆科技,835.61,0.79,1421.0,1.53,1.03,1221,13.84,1.6,929,27.52,半导体
121,688682,霍莱沃,38.47,0.66,1451.0,0.65,-5.41,4315,-11.22,-5.44,4867,-8.43,军工电子Ⅱ
262,688084,晶品特装,46.4,0.49,1493.0,-2.11,-0.22,1830,-9.92,2.32,656,-2.13,军工电子Ⅱ
306,688256,寒武纪,1464.82,0.47,1499.0,-2.67,0.67,1382,-2.83,0.64,1411,20.12,半导体
296,688058,宝兰德,20.95,0.45,1505.0,-2.56,-2.12,2843,-10.36,0.16,1709,-8.32,软件开发
171,688083,中望软件,57.83,0.42,1510.0,-0.87,-7.1,4833,-11.62,-2.16,3376,-6.47,软件开发
446,688498,源杰科技,1796.97,0.41,1512.0,-4.16,0.52,1448,7.39,0.58,1454,23.76,半导体
83,688538,和辉光电-U,2.45,0.4,1514.0,2.08,-1.64,2576,4.26,-1.1,2601,8.89,光学光电子
57,688206,概伦电子,40.54,0.32,1545.0,3.6,-1.54,2524,5.57,-5.63,4918,1.15,软件开发
62,688270,ST臻镭,70.65,0.29,1533.0,3.43,-10.15,5345,-17.03,-6.51,5122,-10.92,半导体
123,688469,芯联集成-U,10.0,0.25,1555.0,0.6,-2.85,3178,14.81,-1.84,3124,41.24,半导体
23,688519,南亚新材,411.7,0.23,1568.0,8.35,-1.36,2421,3.7,-1.9,3168,34.76,元件
180,688325,赛微微电,129.97,0.17,1586.0,-1.07,-5.95,4501,-8.74,-2.01,3258,-3.75,半导体
