序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
147,301395,仁信新材,12.75,11.3,156.0,1.84,7.39,90,13.74,4.55,198,11.26,塑料
148,300185,通裕重工,2.78,-3.53,2656.0,1.83,0.85,1293,0.0,0.22,1666,1.09,风电设备
149,300722,新余国科,22.2,-0.14,1729.0,1.83,-2.86,3186,-4.43,-0.3,2029,-5.85,航天装备Ⅱ
150,301511,德福科技,155.29,1.07,1222.0,1.8,-1.43,2215,-3.49,-1.89,2901,16.26,电池
151,300136,信维通信,118.68,0.34,1381.0,1.67,-0.45,1766,10.45,-0.43,1933,19.54,消费电子
152,300594,ST朗进,13.56,-1.66,2124.0,1.65,-5.5,4346,-9.18,-6.05,5031,-13.58,轨交设备Ⅱ
153,300555,ST路通,12.5,-1.2,1993.0,1.63,-5.47,4338,-9.16,-1.32,2734,6.75,通信设备
154,300929,华骐环保,10.67,4.77,595.0,1.62,4.21,344,0.47,3.65,306,-4.22,环境治理
155,300304,云意电气,19.66,2.77,887.0,1.6,2.69,669,7.55,3.96,279,26.84,汽车零部件
156,300121,阳谷华泰,12.24,7.39,355.0,1.58,3.98,403,2.26,-2.67,3671,-9.73,橡胶
157,301382,蜂助手,42.76,1.81,1069.0,1.52,3.73,448,4.6,4.95,151,17.57,通信服务
158,301371,敷尔佳,26.23,3.73,737.0,1.51,0.61,1281,-4.58,1.3,967,-1.06,化妆品
159,300604,长川科技,314.52,-0.05,1708.0,1.46,-0.26,1846,19.09,0.77,1343,35.08,半导体
160,300069,金利华电,32.18,8.72,258.0,1.45,-3.66,3587,-5.3,-0.95,2489,-10.46,电网设备
161,300203,聚光科技,14.09,3.12,829.0,1.44,1.55,1014,7.97,1.09,1162,8.38,通用设备
162,300602,飞荣达,50.29,4.5,635.0,1.43,0.0,1532,1.55,-0.51,1984,20.8,消费电子
163,300588,熙菱信息,23.17,-2.03,2232.0,1.4,-0.24,1839,-4.61,7.66,37,27.52,计算机设备
164,300690,双一科技,22.66,7.15,374.0,1.39,-0.79,2119,-5.11,0.92,1280,-1.52,风电设备
165,300376,易事特,5.23,-0.49,1812.0,1.36,-9.82,5305,-13.41,-4.81,4662,-9.98,其他电源设备Ⅱ
166,300939,秋田微,68.56,3.96,711.0,1.33,-0.78,1912,-1.8,3.15,399,28.37,光学光电子
167,301275,汉朔科技,43.28,-3.66,2692.0,1.31,-1.89,2711,-3.39,2.02,750,9.6,其他电子Ⅱ
168,300569,天能重工,4.74,3.46,767.0,1.28,2.33,695,-1.46,0.89,1189,-1.86,风电设备
169,301333,诺思格,50.25,3.42,773.0,1.27,4.67,307,6.8,4.4,214,12.72,医疗服务
170,300654,世纪天鸿,9.76,-1.42,2055.0,1.24,-4.32,3872,1.35,-2.61,3630,6.09,出版
171,300688,创业黑马,27.39,8.97,245.0,1.22,0.24,1572,-8.49,1.36,1033,7.58,教育
172,300716,*ST泉为,23.9,1.55,1117.0,1.19,0.41,1352,11.01,-2.96,3530,23.71,塑料
173,300123,ST亚光,3.53,1.03,1233.0,1.15,-9.73,4969,-13.05,-7.78,4982,-14.11,军工电子Ⅱ
174,300352,ST信源,2.71,5.17,544.0,1.12,-9.69,4960,-7.82,-2.06,3015,6.69,软件开发
175,301182,凯旺科技,107.92,-1.66,2121.0,1.09,-3.61,3554,6.85,-0.41,2106,21.26,计算机设备
176,300022,吉峰科技,7.39,4.64,614.0,1.09,3.08,532,-0.67,0.44,1408,-2.38,专业连锁Ⅱ
177,300967,晓鸣股份,14.16,9.12,237.0,1.07,-4.5,3958,-14.18,-5.4,4856,-23.79,养殖业
178,300045,华力创通,16.99,2.17,999.0,1.07,-7.83,4972,-6.9,-5.35,4843,-4.6,军工电子Ⅱ
179,300827,上能电气,29.1,0.68,1309.0,1.04,-4.61,3697,-3.32,-4.05,4041,-2.45,光伏设备
180,300471,厚普股份,8.86,-1.7,2139.0,1.03,0.45,1473,-1.77,0.15,1711,-1.66,专用设备
181,300758,七彩化学,12.78,-7.28,3703.0,1.03,-3.17,3332,-1.31,-0.98,2519,2.08,化学制品
182,300311,ST任子行,4.98,2.11,1007.0,1.01,-5.86,4467,-4.23,-1.73,3037,0.2,软件开发
183,300317,珈伟新能,4.13,13.94,91.0,0.98,0.11,1632,-7.61,-3.35,4023,-15.2,电力
184,301067,显盈科技,34.64,5.2,539.0,0.93,2.69,612,-2.31,0.76,1240,9.07,消费电子
185,301160,翔楼新材,52.93,-8.41,4013.0,0.92,-4.85,4108,12.64,-2.61,3634,25.4,特钢Ⅱ
186,300198,*ST纳川,2.22,8.49,274.0,0.91,-11.89,5468,-4.72,-9.4,5464,-7.11,装修建材
187,300576,容大感光,51.57,-6.2,3421.0,0.9,-2.54,3033,3.62,-3.29,3998,14.09,电子化学品Ⅱ
188,300585,奥联电子,16.27,-2.23,2298.0,0.87,-10.76,5397,-9.21,-5.25,4821,-9.26,汽车零部件
189,300992,泰福泵业,25.91,-3.49,2648.0,0.86,1.73,968,2.41,-0.78,2360,0.82,通用设备
190,300354,东华测试,31.77,15.54,75.0,0.86,-3.62,3565,-10.28,1.64,909,2.22,通用设备
191,300337,银邦股份,11.68,-4.11,2834.0,0.86,-7.24,4869,-9.18,-4.84,4677,-0.93,工业金属
192,301318,维海德,20.26,-0.52,1818.0,0.85,3.24,544,-8.08,0.92,1281,-2.41,计算机设备
193,301617,博苑新材,57.08,8.99,243.0,0.85,1.9,910,0.76,1.45,993,6.71,化学制品
194,300637,扬帆新材,10.65,1.29,1178.0,0.85,3.68,424,3.5,2.22,631,3.5,化学制品
195,300326,ST凯利,5.97,10.57,184.0,0.84,1.62,1001,-2.13,3.33,396,-0.33,医疗器械
196,300739,明阳电路,34.02,0.53,1340.0,0.83,-2.71,2840,0.09,0.57,1338,26.85,元件
197,301028,鼎熔岩,16.09,3.43,772.0,0.81,-2.99,3242,-8.68,-0.07,1871,2.68,通用设备
198,300147,*ST香雪,9.95,-5.72,3280.0,0.81,-3.93,3704,0.51,-3.84,4258,6.42,中药Ⅱ
199,300051,琏升科技,9.08,-0.25,1758.0,0.78,0.26,1552,-2.78,-3.73,4200,-4.22,光伏设备
200,300410,正业科技,11.94,8.03,298.0,0.76,-0.52,1983,-7.37,-1.49,2857,10.15,电池
201,300201,海伦哲,18.62,-0.85,1915.0,0.76,0.89,1274,-0.75,1.14,1133,7.88,工程机械
202,300097,智云股份,9.12,-8.54,4048.0,0.66,-6.54,4687,-4.1,-3.2,3953,-1.08,自动化设备
203,300842,帝科股份,86.31,6.75,405.0,0.65,3.55,484,0.13,0.52,1498,12.09,光伏设备
204,300120,经纬辉开,11.09,-2.08,2244.0,0.64,3.33,523,30.32,-0.39,2091,25.03,光学光电子
205,301399,英特科技,17.42,3.87,723.0,0.64,0.47,1331,-4.18,0.97,1141,0.99,通用设备
206,301015,百洋医药,19.26,1.08,1221.0,0.63,-5.15,3914,-9.49,0.58,1335,-3.51,医药商业
207,300269,联建光电,4.76,6.51,425.0,0.63,1.91,906,-2.46,-1.34,2749,-1.86,光学光电子
208,300848,美瑞新材,14.29,-0.41,1795.0,0.63,0.41,1491,-3.97,1.06,1184,3.03,化学制品
209,300458,全志科技,40.2,-4.18,2855.0,0.58,1.19,1174,12.79,1.57,945,32.24,半导体
210,301279,金道科技,22.71,-5.05,3090.0,0.58,1.49,1037,-5.61,0.79,1336,-5.22,工程机械
211,301003,江苏博云,53.61,3.09,833.0,0.58,-2.98,3237,-7.12,-1.79,3085,9.36,塑料
212,300359,全通教育,3.58,-1.72,2149.0,0.56,0.42,1486,-4.53,-1.03,2555,-7.25,教育
213,301072,中捷精工,40.09,6.22,457.0,0.55,1.2,1171,-1.28,0.61,1427,14.54,汽车零部件
214,300836,佰奥智能,74.69,11.42,152.0,0.54,5.65,199,-0.73,2.52,591,12.64,专用设备
215,300969,恒帅股份,94.31,-3.66,2693.0,0.53,-3.85,3678,-6.81,-1.05,2570,-5.97,汽车零部件
216,300923,研奥股份,21.6,2.85,870.0,0.51,2.56,699,-7.06,4.05,263,-9.59,轨交设备Ⅱ
217,300076,*ST宁视,4.23,-0.7,1885.0,0.48,-5.64,4399,-10.57,-5.42,4861,4.19,光学光电子
218,301307,美利信,58.34,-9.67,4313.0,0.46,-7.66,4953,-11.45,-2.09,3314,-3.14,通信设备
219,300210,森远股份,8.88,-3.09,2540.0,0.45,-5.95,4499,-6.33,-5.15,4792,-7.02,环保设备Ⅱ
220,300638,广和通,19.08,3.31,797.0,0.42,-4.02,3745,-6.01,-5.61,4914,-1.65,通信设备
221,300729,乐歌股份,9.84,-1.95,2207.0,0.41,-10.15,5350,-4.93,-6.43,5107,-4.37,家居用品
222,300706,阿石创,78.41,-4.82,3023.0,0.4,-2.21,2879,4.53,-1.35,2756,15.51,半导体
223,301308,江波龙,680.0,-5.04,3086.0,0.4,-1.07,2262,17.69,-0.65,2266,32.09,半导体
224,301155,海力风电,43.69,6.99,389.0,0.37,0.68,1379,-4.34,0.28,1637,-5.45,风电设备
225,301036,双乐股份,22.47,-4.21,2866.0,0.36,0.25,1561,-0.58,0.29,1632,-3.97,化学制品
226,301213,观想科技,54.2,2.36,969.0,0.35,2.94,613,3.63,1.49,979,13.48,军工电子Ⅱ
227,301502,华阳智能,86.13,0.21,1425.0,0.33,-0.93,1977,0.97,-0.6,2039,4.35,电机Ⅱ
228,300691,联合光电,15.9,6.65,412.0,0.32,0.38,1505,-5.13,-1.95,3210,-7.45,计算机设备
229,300057,万顺新材,10.11,-5.87,3329.0,0.3,-1.69,2600,8.36,-1.07,2577,23.75,工业金属
230,301517,陕西华达,48.84,0.02,1618.0,0.27,-5.21,4250,-9.44,-4.29,4461,-5.97,军工电子Ⅱ
231,301161,唯万密封,34.34,-7.01,3637.0,0.26,-4.59,3988,-3.4,-3.09,3885,-6.0,工程机械
232,300169,天晟新材,4.84,9.57,215.0,0.21,-1.8,2662,-5.47,0.58,1448,-6.74,化学制品
233,301215,中汽股份,5.24,3.35,788.0,0.19,1.02,1224,-2.06,3.91,288,4.17,汽车服务
234,300673,佩蒂股份,12.33,2.64,915.0,0.16,-8.13,5035,-3.67,-5.13,4786,-7.43,饲料
235,301281,科源制药,45.77,-5.06,3093.0,0.15,-6.91,4775,-8.59,-2.06,3293,2.55,化学制药
236,302132,中航成飞,57.98,2.63,918.0,0.14,-6.07,4540,-2.28,-4.08,4369,1.35,军工电子Ⅱ
237,301362,民爆光电,190.26,2.61,922.0,0.13,-5.21,4249,-20.98,-1.61,2945,3.7,照明设备Ⅱ
238,300313,天山生物,7.77,-3.97,2791.0,0.13,-13.0,5518,-10.59,-10.39,5519,-8.37,养殖业
239,300435,中泰股份,24.89,2.75,892.0,0.12,1.75,960,3.92,4.08,259,33.17,燃气Ⅱ
240,300473,德尔股份,30.04,2.46,949.0,0.1,1.31,1126,-0.4,0.6,1432,-2.37,汽车零部件
241,301235,华康洁净,69.91,-5.0,3073.0,0.09,-4.84,4105,5.33,-1.98,3227,-4.74,医疗器械
242,300861,美畅股份,24.95,1.52,1127.0,0.08,0.5,1317,2.59,2.8,471,35.16,通用设备
243,301181,标榜股份,23.72,5.25,531.0,0.08,-9.77,4973,-12.73,-10.55,5196,-15.92,汽车零部件
244,300433,蓝思科技,55.76,-1.3,2015.0,0.07,-3.06,3273,-0.02,-0.45,2130,30.65,消费电子
245,300863,卡倍亿,66.9,12.72,121.0,0.06,3.84,428,-0.67,-0.72,2307,2.2,汽车零部件
246,300671,富满微,71.64,-0.27,1764.0,0.06,-0.84,2139,18.47,-0.02,1836,45.82,半导体
247,301127,武汉天源,18.92,-10.91,4587.0,0.05,-4.25,3845,28.01,-3.38,4036,54.2,环境治理
248,300054,鼎龙股份,95.49,-2.9,2481.0,0.04,-4.61,3996,3.59,-2.73,3693,26.68,电子化学品Ⅱ
249,300385,ST雪浪,10.19,-3.45,2641.0,0.0,-13.63,5535,-24.01,-11.5,5549,-28.69,环境治理
250,300719,安达维尔,11.97,-5.31,3160.0,0.0,-1.99,2771,-6.92,-0.37,2080,-2.76,航空装备Ⅱ
251,300237,ST美晨,1.73,-7.72,3819.0,0.0,-11.87,5465,-14.36,-9.25,5449,-18.01,汽车零部件
252,300029,天龙退,0.15,4.07,694.0,0.0,0.34,1377,-25.0,4.39,202,-94.58,专业工程
253,301139,*ST元道,4.43,-1.68,2130.0,0.0,0.01,1688,5.98,-1.06,2574,-10.32,通信服务
254,300211,*ST亿通,7.32,7.49,343.0,0.0,1.46,1055,-7.69,1.97,766,-3.05,通信服务
255,300443,金雷股份,21.96,3.68,745.0,0.0,-0.87,1948,-2.83,-1.73,2785,0.83,风电设备
256,300373,扬杰科技,137.4,-2.43,2357.0,-0.04,-3.06,3275,11.59,-0.7,2291,37.14,半导体
257,300948,冠中生态,23.53,7.14,376.0,-0.04,-0.34,1894,-7.69,-3.1,3893,-5.65,基础建设
258,300889,爱克股份,23.09,-5.61,3244.0,-0.04,-5.29,4273,-3.51,-4.42,4515,-4.23,光学光电子
259,301418,协昌科技,54.6,-4.96,3062.0,-0.05,-0.29,1864,13.33,-1.38,2791,18.95,自动化设备
260,301381,赛维时代,18.35,-2.85,2467.0,-0.05,-3.81,3658,-5.02,-2.54,3599,3.21,互联网电商
261,300363,博腾股份,16.34,1.5,1134.0,-0.06,3.79,410,14.43,2.66,502,18.32,医疗服务
262,300860,锋尚文化,24.39,2.3,975.0,-0.08,3.4,511,-7.96,2.08,726,-6.19,专业服务
263,300469,信息发展,50.33,-1.65,2122.0,-0.08,-2.82,3165,-2.65,-2.4,3515,-5.82,软件开发
264,301256,华融化学,11.66,-3.05,2529.0,-0.09,0.72,1357,3.55,-2.63,3646,-3.87,化学原料
265,301125,腾亚精工,14.61,-6.2,3423.0,-0.14,-2.66,3092,-11.19,-2.27,3434,-5.13,通用设备
266,300274,阳光电源,152.35,3.74,734.0,-0.2,1.62,899,3.65,0.3,1486,3.82,光伏设备
267,300550,和仁科技,13.31,-1.71,2145.0,-0.22,-0.68,2056,-10.97,-0.93,2476,-6.07,软件开发
268,300430,*ST益通,4.41,0.56,1339.0,-0.23,-5.26,3957,-9.63,-3.27,3692,-6.17,通用设备
269,300039,上海凯宝,4.19,-8.02,3895.0,-0.24,-4.67,4027,-1.64,-6.25,5071,-3.9,中药Ⅱ
270,300389,艾比森,12.72,1.49,1138.0,-0.24,-1.11,2068,-4.5,-0.77,2149,-1.78,光学光电子
271,300159,新研股份,3.67,2.93,857.0,-0.27,-14.19,5550,-10.92,-12.4,5566,-11.35,专用设备
272,300832,新产业,42.46,6.36,444.0,-0.28,1.81,938,1.1,-0.28,2016,-2.95,医疗器械
273,300303,聚飞光电,10.36,-0.82,1910.0,-0.29,-0.04,1748,7.69,-1.45,2828,14.6,光学光电子
274,300909,汇创达,63.92,-7.64,3803.0,-0.3,-0.79,2118,18.06,-1.63,2957,42.04,光学光电子
275,301079,邵阳液压,33.29,-3.36,2618.0,-0.3,-2.91,3207,-5.05,-2.65,3662,2.02,工程机械
276,301037,保立佳,12.38,5.27,526.0,-0.32,2.11,767,-3.81,0.35,1462,-9.77,化学制品
277,300129,泰胜风能,8.7,-2.31,2322.0,-0.34,-6.22,4595,-5.54,-5.29,4829,-4.29,风电设备
278,301300,远翔新材,32.31,-1.37,2040.0,-0.34,-0.21,1824,-4.46,0.17,1704,-4.77,橡胶
279,300232,洲明科技,5.83,3.15,823.0,-0.34,-0.6,2021,-1.85,1.87,805,3.92,光学光电子
280,301589,诺瓦星云,144.01,6.58,415.0,-0.34,0.03,1677,-8.12,1.88,803,1.95,计算机设备
281,300277,汽轮科技,14.92,8.8,254.0,-0.4,2.34,765,1.5,-0.08,1876,13.03,IT服务Ⅱ
282,300167,ST迪威迅,4.69,-3.93,2779.0,-0.42,0.31,1533,3.3,-3.76,4224,2.4,IT服务Ⅱ
283,300509,新美星,8.46,3.91,717.0,-0.47,1.63,898,-5.16,-2.12,3062,-6.83,专用设备
284,300050,世纪鼎利,6.19,-0.89,1924.0,-0.48,-2.09,2826,-8.16,-3.72,4194,-0.8,通信服务
285,300470,中密控股,28.36,-16.22,5329.0,-0.49,-12.36,5489,-6.09,-5.96,5011,-6.19,通用设备
286,301273,瑞晨环保,28.46,6.18,421.0,-0.49,0.25,1417,-11.67,0.11,1599,-10.98,通用设备
287,300306,远方信息,9.78,-8.33,3992.0,-0.51,-2.46,2992,-3.17,-2.49,3576,-4.96,通用设备
288,301218,华是科技,43.03,3.49,763.0,-0.51,-1.61,2320,-3.48,-2.8,3439,12.56,IT服务Ⅱ
289,300989,蕾奥规划,13.08,-9.76,4339.0,-0.53,-3.7,3610,-2.9,-2.16,3370,-7.37,工程咨询服务Ⅱ
290,300947,德必集团,13.06,-7.02,3639.0,-0.53,-3.78,3645,-3.4,-4.79,4656,-8.48,一般零售
291,300481,濮阳惠成,18.27,-2.21,2288.0,-0.54,-2.75,3138,-1.98,-1.83,3115,7.28,电子化学品Ⅱ
292,300245,ST天玑,5.42,-3.92,2775.0,-0.55,-3.03,3263,-6.71,-1.37,2779,-3.56,IT服务Ⅱ
293,300486,东杰智能,21.4,1.04,1231.0,-0.56,-2.61,2798,-7.68,-2.15,3086,-11.64,自动化设备
294,301419,阿莱德,46.75,-10.61,4510.0,-0.57,-2.28,2909,2.52,-0.92,2466,21.08,通信设备
295,301151,冠龙节能,17.85,0.81,1286.0,-0.61,1.22,1049,-13.73,-0.07,1712,-7.66,通用设备
296,301266,宇邦新材,22.94,-5.28,3151.0,-0.61,-6.11,4557,-10.43,-2.15,3363,-6.79,光伏设备
297,300607,拓斯达,39.99,7.9,305.0,-0.62,0.66,1382,3.04,0.19,1689,19.69,自动化设备
298,300516,久之洋,32.9,0.66,1315.0,-0.63,-6.68,4410,-9.27,-3.89,3969,-8.36,其他电子Ⅱ
299,301040,中环海陆,24.85,-0.84,1914.0,-0.64,-8.03,5013,-10.51,-7.43,5264,-18.55,风电设备
300,300053,航宇微,15.21,0.14,1439.0,-0.65,-5.84,4147,-7.37,-6.7,4829,-9.14,半导体
301,300220,金运激光,10.74,-1.44,2058.0,-0.65,1.46,1053,-2.72,0.64,1416,-6.12,文娱用品
302,301019,宁波色母,18.34,-5.44,3195.0,-0.65,-2.43,2975,-6.81,-1.81,3103,-6.38,塑料
303,300475,香农芯创,304.2,-3.73,2724.0,-0.67,0.36,1511,19.35,2.05,735,67.0,其他电子Ⅱ
304,300230,永利股份,4.36,5.33,513.0,-0.68,-0.97,1998,-3.96,1.92,721,-4.6,塑料
305,301305,朗坤科技,30.44,7.73,321.0,-0.69,6.93,118,0.76,5.68,90,4.6,环境治理
306,301297,富乐德,54.31,-11.07,4622.0,-0.71,-4.3,3864,5.91,0.06,1768,26.39,半导体
307,300068,ST南都,4.15,-4.43,2921.0,-0.72,-2.7,3110,0.0,-2.28,3438,11.86,电池
308,300629,新劲刚,20.65,2.64,912.0,-0.72,-1.33,2397,-2.09,-2.17,3360,2.33,军工电子Ⅱ
309,300447,全信股份,14.73,-6.67,3548.0,-0.74,-6.83,4757,-9.8,-4.22,4429,-4.6,军工电子Ⅱ
310,301393,昊帆生物,55.88,1.59,1108.0,-0.75,-1.61,2320,5.69,-1.56,2669,13.19,生物制品
311,300575,中旗股份,5.04,2.83,875.0,-0.79,-2.21,2882,-4.0,-2.46,3552,-10.32,农化制品
312,300396,ST迪瑞,6.3,0.45,1360.0,-0.79,-5.38,3994,-5.41,-3.27,3697,-6.8,医疗器械
313,300998,宁波方正,28.87,1.2,1196.0,-0.79,-0.22,1652,-2.96,-1.95,2947,11.68,汽车零部件
314,301218,华是科技,42.9,3.39,780.0,-0.81,-1.63,2564,-3.77,-2.81,3732,12.22,IT服务Ⅱ
315,301166,优宁维,25.71,1.31,1172.0,-0.81,-1.2,2106,-0.85,0.93,1171,-3.92,生物制品
316,300730,科创信息,13.44,-3.44,2637.0,-0.81,1.22,1162,-5.95,0.05,1772,-2.04,软件开发
317,301077,星华新材,22.71,9.15,235.0,-0.83,0.57,1432,-2.49,-0.61,2232,1.38,化学制品
318,300223,北京君正,235.38,-7.96,3882.0,-0.83,0.6,1413,26.51,0.67,1393,61.78,半导体
319,301070,开勒股份,85.54,-0.86,1921.0,-0.85,0.06,1659,-1.86,1.21,1105,20.44,通用设备
320,300554,三超新材,27.61,-5.17,3123.0,-0.86,-4.72,4054,-13.07,0.3,1621,-5.38,通用设备
321,300935,盈建科,28.65,-10.53,4511.0,-0.87,-5.18,4237,-12.57,-2.1,3321,-9.16,软件开发
322,300044,*ST赛为,4.49,0.63,1320.0,-0.88,-15.22,5245,-17.61,-10.22,5185,-17.16,IT服务Ⅱ
