date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,isST
2012-01-04,sh.600009,10.23739974,10.25399196,9.98851644,10.02999699,10.15443864,2775887.0,33939500.0,0.253859,1,-1.2255,0
2012-01-05,sh.600009,10.02999699,10.17932697,9.97192422,10.06318143,10.02999699,5879222.0,71658472.0,0.537663,1,0.3309,0
2012-01-06,sh.600009,10.02170088,10.18762308,9.99681255,10.16273475,10.06318143,4210668.0,51134859.0,0.385072,1,0.9893,0
2012-01-09,sh.600009,10.16273475,10.32865695,10.0382931,10.2042153,10.16273475,6029647.0,74245760.0,0.55142,1,0.4082,0
2012-01-10,sh.600009,10.29547251,10.46969082,10.19591919,10.46969082,10.2042153,13764870.0,171123839.0,1.258817,1,2.6016,0
2012-01-11,sh.600009,10.41991416,10.56094803,10.32865695,10.34524917,10.46969082,8064297.0,101329056.0,0.737492,1,-1.1886,0
2012-01-12,sh.600009,10.33695306,10.41991416,10.23739974,10.29547251,10.34524917,5954006.0,74130468.0,0.544502,1,-0.4812,0
2012-01-13,sh.600009,10.2871764,10.30376862,10.16273475,10.22080752,10.29547251,4190995.0,51633642.0,0.383273,1,-0.7252,0
2012-01-16,sh.600009,10.17932697,10.24569585,10.05488532,10.22080752,10.22080752,5402584.0,66209757.0,0.494074,1,0.0,0
2012-01-17,sh.600009,10.2042153,10.56094803,10.07977365,10.50287526,10.22080752,8537541.0,106683332.0,0.78077,1,2.7597,0
2012-01-18,sh.600009,10.52776359,10.56094803,10.41991416,10.46969082,10.50287526,7766792.0,98109949.0,0.710284,1,-0.316,0
2012-01-19,sh.600009,10.46969082,10.69368579,10.41161805,10.62731691,10.46969082,8222034.0,105301135.0,0.751917,1,1.5055,0
2012-01-20,sh.600009,10.65220524,10.79323911,10.55265192,10.7019819,10.62731691,6467418.0,83475798.0,0.591455,1,0.7026,0
2012-01-30,sh.600009,10.68538968,10.784943,10.41161805,10.41991416,10.7019819,5324157.0,67707189.0,0.486902,1,-2.6357,0
2012-01-31,sh.600009,10.4530986,10.5360597,10.32865695,10.3701375,10.41991416,3400408.0,42576338.0,0.310972,1,-0.4777,0
2012-02-01,sh.600009,10.37843361,10.57754025,10.30376862,10.36184139,10.3701375,2632636.0,33087977.0,0.240758,1,-0.08,0
2012-02-02,sh.600009,10.3701375,10.63561302,10.34524917,10.62731691,10.36184139,7007675.0,88886538.0,0.640862,1,2.562,0
2012-02-03,sh.600009,10.60242858,10.79323911,10.50287526,10.76835078,10.62731691,11014621.0,141381784.0,1.007303,1,1.3271,0
2012-02-06,sh.600009,10.74346245,10.8679041,10.6190208,10.79323911,10.76835078,7463321.0,96846951.0,0.682532,1,0.2311,0
2012-02-07,sh.600009,10.71027801,10.77664689,10.54435581,10.7019819,10.79323911,7658275.0,98480189.0,0.70036,1,-0.8455,0
2012-02-08,sh.600009,10.64390913,10.93427298,10.64390913,10.90108854,10.7019819,7229463.0,94349634.0,0.661145,1,1.8605,0
2012-02-09,sh.600009,10.90938465,10.95916131,10.784943,10.84301577,10.90108854,4729883.0,61954566.0,0.432555,1,-0.5327,0
2012-02-10,sh.600009,10.80153522,10.85131188,10.69368579,10.784943,10.84301577,7360152.0,95521972.0,0.673097,1,-0.5356,0
2012-02-13,sh.600009,10.7019819,10.93427298,10.69368579,10.79323911,10.784943,4601003.0,59971276.0,0.420768,1,0.0769,0
2012-02-14,sh.600009,10.84301577,10.84301577,10.71027801,10.76835078,10.79323911,2658352.0,34509014.0,0.24311,1,-0.2306,0
2012-02-15,sh.600009,10.76835078,10.93427298,10.68538968,10.84301577,10.76835078,5476899.0,71623113.0,0.50087,1,0.6934,0
2012-02-16,sh.600009,10.82642355,10.84301577,10.58583636,10.65220524,10.84301577,7020785.0,90412806.0,0.642061,1,-1.7598,0
2012-02-17,sh.600009,10.71857412,10.75175856,10.54435581,10.61072469,10.65220524,4724013.0,60391720.0,0.432018,1,-0.3894,0
2012-02-20,sh.600009,10.71027801,10.77664689,10.64390913,10.73516634,10.61072469,7213376.0,92955320.0,0.659674,1,1.1728,0
2012-02-21,sh.600009,10.76835078,10.76835078,10.62731691,10.73516634,10.73516634,2598214.0,33524966.0,0.23761,1,0.0,0
